726355.000000,-0.741882,-0.481575,-10.348673,-0.002727,0.003553,0.002076,0.112571,-0.759386,-0.730747
726455.000000,-0.684420,-0.524097,-10.391453,-0.000591,0.001447,0.004208,0.112552,-0.761609,-0.730745
726555.000000,-0.615593,-0.565112,-10.310646,-0.003800,0.004600,-0.000060,0.112615,-0.761611,-0.728167
726655.000000,-0.660906,-0.517496,-10.315399,0.000449,0.001419,-0.000066,0.112633,-0.759388,-0.728168
726755.000000,-0.708637,-0.588869,-10.315399,-0.000608,0.001429,0.000996,0.112552,-0.761609,-0.730745
726855.000000,-0.703649,-0.488628,-10.360556,0.008949,0.005634,0.002199,0.112552,-0.761609,-0.730745
726955.000000,-0.663042,-0.526627,-10.370063,0.001516,0.000366,0.001000,0.112571,-0.759386,-0.730747
727055.000000,-0.688986,-0.526158,-10.436609,0.005751,0.001399,-0.001093,0.112552,-0.761609,-0.730745
727155.000000,-0.689496,-0.507913,-10.324906,0.002578,0.000364,0.001009,0.112633,-0.759388,-0.728168
727355.000000,-0.694098,-0.545710,-10.362933,0.005767,0.001417,0.002119,0.112571,-0.759386,-0.730747
727455.000000,-0.685050,-0.503657,-10.253607,-0.001654,-0.005951,0.003034,0.112552,-0.761609,-0.730745
727555.000000,0.022659,-0.765577,-10.560196,-0.510951,0.021245,0.260351,0.098826,-0.748377,-0.738866
727655.000000,-0.763297,0.610989,-13.464474,0.131123,-0.265813,0.609904,0.084738,-0.704003,-0.772796
727755.000000,-1.221360,0.170453,-10.370063,0.368301,-0.310799,0.068579,0.054323,-0.748782,-0.698863
727855.000000,-0.700277,-1.034232,-10.586339,0.438412,0.224562,-0.473152,0.080577,-0.788637,-0.633683
727955.000000,-0.587044,-1.032775,-9.780651,0.502019,0.056965,-0.929702,0.152271,-0.828114,-0.569830
728055.000000,-0.041271,-0.938665,-9.630921,0.249934,0.697541,-1.149486,0.248780,-0.840693,-0.523358
728155.000000,1.300859,-1.964666,-9.882848,0.113903,0.226422,-1.036730,0.370053,-0.817478,-0.499432
728255.000000,1.201895,-1.787992,-9.633298,0.046149,0.117030,-0.807470,0.461719,-0.783388,-0.481484
728355.000000,0.615712,-1.604633,-10.332036,0.013249,-0.064389,-0.413991,0.514380,-0.758504,-0.474908
728455.000000,0.783909,-1.669456,-10.586339,-0.066690,-0.087642,-0.272580,0.550934,-0.740417,-0.473920
728555.000000,1.120910,-1.713821,-10.705172,0.206160,0.444125,-0.608223,0.587606,-0.715663,-0.470360
728655.000000,1.321634,-1.645698,-10.244100,0.106886,-0.109849,-0.376329,0.622178,-0.699827,-0.456542
728755.000000,0.211429,-0.730996,-9.053393,0.113431,0.117459,-0.518957,0.645062,-0.684076,-0.455928
728855.000000,1.120987,-1.353419,-10.194190,0.358879,-0.114607,-0.712563,0.702950,-0.645831,-0.426031
728955.000000,1.426820,-1.580088,-9.764014,0.456204,-0.139571,-0.781654,0.749105,-0.605445,-0.411919
729055.000000,1.988424,-2.925191,-9.973161,1.229658,-0.104407,-1.270415,0.790797,-0.569548,-0.392772
729155.000000,2.329105,-3.004539,-9.854327,1.131992,-0.140839,-0.859567,0.822140,-0.560458,-0.322349
729255.000000,2.068898,-1.658314,-9.804418,-0.543451,-0.114269,-0.721105,0.853743,-0.493475,-0.355045
729355.000000,1.395410,-1.177381,-10.191813,-0.595427,-0.317349,-1.158726,0.889816,-0.361964,-0.413451
729455.000000,1.163611,-1.132697,-10.118136,-0.592902,-0.539799,-2.361511,0.915065,-0.217220,-0.454131
729555.000000,1.128971,-0.789670,-9.842444,-0.197129,-0.169442,-1.509999,0.924919,-0.061503,-0.477210
729655.000000,1.906261,-0.481390,-9.699844,0.022591,0.070502,-0.645551,0.916709,0.080716,-0.490465
729755.000000,0.989910,0.586630,-9.671325,-0.320621,-0.147154,-1.368368,0.894691,0.189471,-0.498912
729855.000000,0.774297,1.189735,-10.515039,-0.295232,-0.204408,-1.393508,0.823064,0.380079,-0.519114
729955.000000,0.521964,-0.026176,-10.151410,0.474053,0.032311,-1.005179,0.755461,0.486236,-0.531390
730055.000000,0.190048,-0.024149,-10.101501,0.473442,-0.171194,-0.944623,0.698388,0.536918,-0.558779
730155.000000,0.530637,0.568468,-10.469882,0.245287,0.049699,-0.483404,0.673217,0.556728,-0.572375
730255.000000,-0.187101,0.670267,-10.061097,0.625528,0.337484,-0.400583,0.654653,0.565483,-0.590931
730355.000000,1.171057,-0.744717,-9.131823,-0.163509,-0.087474,-0.107461,0.656627,0.552168,-0.598593
730455.000000,0.052716,0.724434,-10.320153,-0.672432,0.112303,0.038592,0.646265,0.583178,-0.567990
730555.000000,1.004668,0.896752,-10.802615,0.376263,0.020052,-0.615433,0.629266,0.636364,-0.537592
730655.000000,0.566582,-0.165253,-9.996927,0.018852,-0.099710,-1.403487,0.570337,0.684791,-0.546993
730755.000000,1.441146,1.496774,-9.184110,0.147791,-0.188304,-2.778001,0.370504,0.787641,-0.573210
730855.000000,0.106265,1.273171,-10.538806,-0.183365,-0.115154,-0.884052,0.281872,0.813590,-0.580828
730955.000000,0.021916,1.853607,-10.866785,0.216117,-0.093357,-0.394482,0.215873,0.833059,-0.590394
731055.000000,-0.481401,1.555247,-10.391453,0.077360,-0.023316,-0.951370,0.163494,0.841523,-0.596997
731155.000000,-0.576241,0.566408,-9.502582,-0.291371,-0.123611,-1.666480,0.025596,0.871483,-0.575055
731255.000000,-0.758927,0.670318,-9.730742,-0.354606,-0.157802,-1.581804,-0.114477,0.883632,-0.542847
731355.000000,-1.436906,1.610787,-10.170424,-0.095275,-0.053198,-1.086987,-0.232155,0.875965,-0.517734
731455.000000,-1.660722,1.854177,-10.272619,-0.064289,-0.174924,-1.481136,-0.336745,0.846189,-0.507697
731555.000000,-1.749929,2.817466,-10.574455,-0.492311,-0.249813,-2.579633,-0.457081,0.800710,-0.485195
731655.000000,-2.034220,1.830855,-10.001680,0.150366,0.069990,-1.402375,-0.591493,0.719551,-0.468196
731755.000000,-2.365141,1.763050,-10.170424,0.094229,-0.131166,-0.780264,-0.666976,0.656676,-0.465055
731855.000000,-2.355527,1.679899,-10.187060,-0.262002,-0.005093,-0.885441,-0.733239,0.578308,-0.451338
731955.000000,-2.995437,2.116985,-10.091993,-0.277670,-0.027865,-0.630024,-0.774143,0.546835,-0.439547
732055.000000,-2.727164,1.753299,-9.799664,0.044831,0.085333,-0.445004,-0.816978,0.504216,-0.409762
732155.000000,-3.574295,1.241841,-9.806794,-0.102119,0.169177,-1.358243,-0.847389,0.435058,-0.420835
732255.000000,-3.298448,1.012005,-9.602402,-0.354258,0.224662,-0.835105,-0.880113,0.361436,-0.431966
